nmc,0.27,1.2378
ldc,0.44,1.5122
qdc,0.66,1.0291
fisherc,0.64,3.7984
loglc,0.64,5.5891
parzenc,0.23,0.62127
knn_1,0.23,1.1076
knn_3,0.24,0.91659
knn_5,0.3,1.3125
knn_7,0.32,0.80122
knn_9,0.33,0.81938
knn_11,0.36,0.80039
svm_lin,0.4,8.3445
svm_rbf,0.22,8.531
neurc,0.69,96.6384
