nmc,0.58,1.8347
ldc,0.56,2.0102
qdc,0.53,1.6455
fisherc,0.62,3.985
loglc,0.54,4.5754
parzenc,0.56,1.227
knn_1,0.6,1.7014
knn_3,0.57,1.6111
knn_5,0.57,1.6378
knn_7,0.59,1.5998
knn_9,0.57,1.6263
knn_11,0.6,1.5949
svm_lin,0.66,8.8067
svm_rbf,0.88,9.1063
neurc,0.55,85.8544
