nmc,0.144,2.4085
ldc,0.114,2.5403
qdc,0.054,2.2148
fisherc,0.14,3.6991
loglc,0.11,3.9793
parzenc,0.042,5.6336
knn_1,0.054,2.4487
knn_3,0.0525,2.215
knn_5,0.052,2.211
knn_7,0.0585,2.2725
knn_9,0.067,2.218
knn_11,0.07,2.1773
svm_lin,0.1205,1157.4115
svm_rbf,0.0425,521.7872
neurc,0.07,75.9873
