nmc,0.574,1.6583
ldc,0.1255,0.87322
qdc,0.3245,0.56367
fisherc,0.152,2.2011
loglc,0.109,2.4165
parzenc,0.463,6.3204
knn_1,0.425,0.749
knn_3,0.436,0.59271
knn_5,0.4275,0.56341
knn_7,0.4325,0.59417
knn_9,0.4305,0.59545
knn_11,0.45,0.68801
svm_lin,0.158,1404.6528
svm_rbf,0.89,4845.1182
neurc,0.126,69.6524
