nmc,0.58,1.8885
ldc,0.53,2.0335
qdc,0.57,1.6449
fisherc,0.61,4.0057
loglc,0.54,4.6348
parzenc,0.54,1.1956
knn_1,0.56,1.7193
knn_3,0.56,1.6004
knn_5,0.58,1.6162
knn_7,0.62,1.593
knn_9,0.58,1.6437
knn_11,0.63,1.661
svm_lin,0.66,8.9399
svm_rbf,0.88,9.0533
neurc,0.58,98.0571
