nmc,0.26,2.4785
ldc,0.25,2.8052
qdc,0.42,2.0745
fisherc,0.3,5.2306
loglc,0.43,6.2856
parzenc,0.22,1.7483
knn_1,0.25,2.0623
knn_3,0.21,1.9833
knn_5,0.22,1.9805
knn_7,0.28,2
knn_9,0.29,1.981
knn_11,0.32,2.0201
svm_lin,0.27,8.8643
svm_rbf,0.76,9.9617
neurc,0.52,85.7696
