nmc,0.13,1.6546
ldc,0.12,1.8708
qdc,0.15,1.4591
fisherc,0.1,4.0986
loglc,0.11,4.8585
parzenc,0.08,1.4851
knn_1,0.09,1.6988
knn_3,0.13,1.5624
knn_5,0.17,1.5846
knn_7,0.17,1.7215
knn_9,0.18,1.8997
knn_11,0.19,1.6194
svm_lin,0.09,9.288
svm_rbf,0.06,9.6177
neurc,0.26,57.1207
