nmc,0.7,1.9778
ldc,0.74,2.1199
qdc,0.72,1.8578
fisherc,0.8,4.2024
loglc,0.73,4.6851
parzenc,0.71,1.3837
knn_1,0.75,1.7414
knn_3,0.79,1.6288
knn_5,0.78,1.5951
knn_7,0.74,1.611
knn_9,0.73,1.5989
knn_11,0.73,1.6244
svm_lin,0.82,8.7962
svm_rbf,0.86,9.6532
neurc,0.74,88.8508
