nmc,0.21,2.0046
ldc,0.16,2.0295
qdc,0.23,1.6941
fisherc,0.15,4.295
loglc,0.2,5.4222
parzenc,0.15,1.449
knn_1,0.1,1.6527
knn_3,0.17,1.5208
knn_5,0.19,1.4617
knn_7,0.23,1.5187
knn_9,0.26,1.6436
knn_11,0.29,1.6624
svm_lin,0.18,9.2231
svm_rbf,0.08,9.3986
neurc,0.2,53.3361
