nmc,0.29,0.36411
ldc,0.2435,0.45568
qdc,0.336,0.31673
fisherc,0.2755,1.6644
loglc,0.26,2.4428
parzenc,0.242,2.4611
knn_1,0.2605,0.56763
knn_3,0.2495,0.38828
knn_5,0.254,0.38427
knn_7,0.2515,0.39192
knn_9,0.25,0.39621
knn_11,0.2585,0.37584
svm_lin,0.297,26435.5234
svm_rbf,0.24,592.1254
neurc,0.321,69.0223
