nmc,0.68,1.1536
ldc,0.9,2.2971
qdc,0.9,6.2982
fisherc,0.0405,12.3797
loglc,0.0495,71.1314
parzenc,0.9,2.0001
knn_1,0.0265,1.1331
knn_3,0.032,0.95607
knn_5,0.036,0.94823
knn_7,0.034,0.95274
knn_9,0.041,0.95358
knn_11,0.049,0.95882
svm_lin,0.0555,3644.6693
svm_rbf,0.0235,392.0875
neurc,0.7,56.0746
