nmc,0.32,2.2233
ldc,0.3,2.2404
qdc,0.29,1.8651
fisherc,0.32,4.0284
loglc,0.39,5.4915
parzenc,0.33,1.4767
knn_1,0.35,1.8312
knn_3,0.27,1.7324
knn_5,0.28,1.7473
knn_7,0.35,1.8358
knn_9,0.32,1.7076
knn_11,0.31,1.7012
svm_lin,0.37,9.1329
svm_rbf,0.46,9.9013
neurc,0.33,70.905
