nmc,0.68,0.72875
ldc,0.63,2.7737
qdc,0.88,13.9333
fisherc,0.05,4.247
loglc,0.07,65.7541
parzenc,0.9,0.31562
knn_1,0.06,0.68349
knn_3,0.13,0.46738
knn_5,0.17,0.46377
knn_7,0.18,0.51219
knn_9,0.17,0.43496
knn_11,0.18,0.4613
svm_lin,0.05,8.784
svm_rbf,0.06,9.1095
neurc,0.72,105.3152
