nmc,0.286,0.82207
ldc,0.235,0.93874
qdc,0.223,0.76341
fisherc,0.272,1.9659
loglc,0.304,2.5397
parzenc,0.2155,5.261
knn_1,0.242,1.1258
knn_3,0.226,0.98713
knn_5,0.2115,0.93336
knn_7,0.2125,0.89397
knn_9,0.2265,0.87068
knn_11,0.2255,0.95265
svm_lin,0.237,1345.3185
svm_rbf,0.756,607.7536
neurc,0.2805,70.6095
